Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
"13566:""2020-03-29T10:30:44Z,2020-03-29T10:21:10Z,#FelizDomingo,http://twitter.com/search?q=%23FelizDomingo,%23FelizDomingo,
14466:""2020-03-30T04:48:25Z",2020-03-30T04:41:01Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,
"14516:""2020-03-30T05:49:20Z,2020-03-30T05:42:47Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,
14566:""2020-03-30T06:50:15Z",2020-03-30T06:47:47Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,
"14616:""2020-03-30T07:51:09Z,2020-03-30T07:42:49Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,
14666:""2020-03-30T08:52:04Z",2020-03-30T08:47:52Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,10361
"14716:""2020-03-30T09:52:59Z,2020-03-30T09:47:54Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,13284
14766:""2020-03-30T10:53:55Z",2020-03-30T10:47:57Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,16011
"14817:""2020-03-30T11:54:51Z,2020-03-30T11:50:18Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,18862
14868:""2020-03-30T12:55:49Z",2020-03-30T12:50:26Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,22264
"15505:""2020-03-31T01:09:00Z,2020-03-31T01:02:21Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,64835
15550:""2020-03-31T02:09:56Z",2020-03-31T02:07:17Z,#FelizLunes,http://twitter.com/search?q=%23FelizLunes,%23FelizLunes,66232
"15667:""2020-03-31T05:12:40Z,2020-03-31T05:08:12Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,
15716:""2020-03-31T06:13:34Z",2020-03-31T06:08:14Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,
"15766:""2020-03-31T07:14:26Z,2020-03-31T07:08:15Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,
15817:""2020-03-31T08:15:20Z",2020-03-31T08:08:16Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,
"15867:""2020-03-31T09:16:14Z,2020-03-31T09:14:31Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,
15917:""2020-03-31T10:17:09Z",2020-03-31T10:09:33Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,
"15968:""2020-03-31T11:18:03Z,2020-03-31T11:09:33Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,10864
16020:""2020-03-31T12:18:58Z",2020-03-31T12:14:35Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,13534
"16800:""2020-04-01T03:34:33Z,2020-04-01T03:28:58Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,59103
16846:""2020-04-01T04:35:29Z",2020-04-01T04:28:54Z,#FelizMartes,http://twitter.com/search?q=%23FelizMartes,%23FelizMartes,59545
